"Class","Order","Family","Species","Count"
"Aves","Piciformes","Picidae","Picus canus",2961
"Aves","Piciformes","Picidae","Picus sharpei",270
"Aves","Piciformes","Picidae","Picus viridis",3770
"Aves","Podicipediformes","Podicipedidae","Podiceps auritus",863
"Aves","Podicipediformes","Podicipedidae","Podiceps cristatus",4709
"Aves","Podicipediformes","Podicipedidae","Podiceps grisegena",1408
"Aves","Podicipediformes","Podicipedidae","Podiceps nigricollis",1710
"Aves","Podicipediformes","Podicipedidae","Podilymbus podiceps",1
"Aves","Podicipediformes","Podicipedidae","Tachybaptus ruficollis",3883
"Aves","Procellariiformes","Hydrobatidae","Hydrobates monorhis",3
"Aves","Procellariiformes","Hydrobatidae","Hydrobates monteiroi",2
"Aves","Procellariiformes","Hydrobatidae","Hydrobates pelagicus",187
"Aves","Procellariiformes","Hydrobatidae","Oceanodroma castro",27
"Aves","Procellariiformes","Hydrobatidae","Oceanodroma leucorhoa",26
"Aves","Procellariiformes","Hydrobatidae","Pelagodroma marina",3
"Aves","Procellariiformes","Procellariidae","Bulweria bulwerii",23
"Aves","Procellariiformes","Procellariidae","Calonectris borealis",41
"Aves","Procellariiformes","Procellariidae","Calonectris diomedea",152
"Aves","Procellariiformes","Procellariidae","Calonectris edwardsii",2
"Aves","Procellariiformes","Procellariidae","Fulmarus glacialis",464
"Aves","Procellariiformes","Procellariidae","Pterodroma deserta",1
"Aves","Procellariiformes","Procellariidae","Pterodroma feae",2
"Aves","Procellariiformes","Procellariidae","Pterodroma madeira",1
"Aves","Procellariiformes","Procellariidae","Puffinus assimilis",10
"Aves","Procellariiformes","Procellariidae","Puffinus lherminieri",21
"Aves","Procellariiformes","Procellariidae","Puffinus mauretanicus",21
"Aves","Procellariiformes","Procellariidae","Puffinus puffinus",68
"Aves","Procellariiformes","Procellariidae","Puffinus yelkouan",100
"Aves","Psittaciformes","Psittacidae","Agapornis fischeri",1
"Aves","Psittaciformes","Psittacidae","Agapornis personatus",1
"Aves","Psittaciformes","Psittacidae","Amazona aestiva",1
"Aves","Psittaciformes","Psittacidae","Amazona oratrix",2
"Aves","Psittaciformes","Psittacidae","Aratinga nenday",2
"Aves","Psittaciformes","Psittacidae","Myiopsitta monachus",109
"Aves","Psittaciformes","Psittacidae","Pionus maximiliani",1
"Aves","Psittaciformes","Psittacidae","Poicephalus senegalus",6
"Aves","Psittaciformes","Psittacidae","Psittacara acuticaudatus",5
"Aves","Psittaciformes","Psittacidae","Psittacara erythrogenys",2
"Aves","Psittaciformes","Psittacidae","Psittacara mitratus",2
"Aves","Psittaciformes","Psittacidae","Psittacula eupatria",29
"Aves","Psittaciformes","Psittacidae","Psittacula krameri",261
"Aves","Pteroclidiformes","Pteroclididae","Pterocles alchata",139
"Aves","Pteroclidiformes","Pteroclididae","Pterocles orientalis",311
"Aves","Rheiformes","Rheidae","Rhea americana",1
"Aves","Strigiformes","Strigidae","Aegolius funereus",2291
"Aves","Strigiformes","Strigidae","Asio flammeus",2685
"Aves","Strigiformes","Strigidae","Asio otus",5387
"Aves","Strigiformes","Strigidae","Athene noctua",4118
"Aves","Strigiformes","Strigidae","Bubo bubo",3215
"Aves","Strigiformes","Strigidae","Bubo scandiacus",152
"Aves","Strigiformes","Strigidae","Glaucidium passerinum",1745
"Aves","Strigiformes","Strigidae","Ketupa zeylonensis",8
"Aves","Strigiformes","Strigidae","Otus brucei",8
"Aves","Strigiformes","Strigidae","Otus cyprius",11
"Aves","Strigiformes","Strigidae","Otus scops",2529
"Aves","Strigiformes","Strigidae","Strix aluco",4795
"Aves","Strigiformes","Strigidae","Strix nebulosa",690
"Aves","Strigiformes","Strigidae","Strix uralensis",1351
"Aves","Strigiformes","Strigidae","Surnia ulula",808
"Aves","Strigiformes","Tytonidae","Tyto alba",2883
"Aves","Suliformes","Phalacrocoracidae","Gulosus aristotelis",419
"Aves","Suliformes","Phalacrocoracidae","Microcarbo pygmeus",218
"Aves","Suliformes","Phalacrocoracidae","Phalacrocorax carbo",1711
"Aves","Suliformes","Sulidae","Morus bassanus",81
"Aves",NA,NA,"Phylloscopus sibillatrix",2583
