"Class","Order","Family","Species","Count"
"Aves","Passeriformes","Turdidae","Turdus philomelos",6653
"Aves","Passeriformes","Turdidae","Turdus pilaris",5436
"Aves","Passeriformes","Turdidae","Turdus torquatus",3287
"Aves","Passeriformes","Turdidae","Turdus viscivorus",6081
"Aves","Passeriformes","Turdidae","Zoothera aurea",2729
"Aves","Passeriformes","Viduidae","Vidua macroura",6
"Aves","Pelecaniformes","Ardeidae","Ardea alba",3560
"Aves","Pelecaniformes","Ardeidae","Ardea cinerea",5779
"Aves","Pelecaniformes","Ardeidae","Ardea ibis",3006
"Aves","Pelecaniformes","Ardeidae","Ardea purpurea",3578
"Aves","Pelecaniformes","Ardeidae","Ardeola ralloides",2983
"Aves","Pelecaniformes","Ardeidae","Botaurus minutus",4455
"Aves","Pelecaniformes","Ardeidae","Botaurus stellaris",4627
"Aves","Pelecaniformes","Ardeidae","Egretta garzetta",3513
"Aves","Pelecaniformes","Ardeidae","Egretta gularis",3
"Aves","Pelecaniformes","Ardeidae","Nycticorax nycticorax",3552
"Aves","Pelecaniformes","Pelecanidae","Pelecanus crispus",2673
"Aves","Pelecaniformes","Pelecanidae","Pelecanus onocrotalus",2627
"Aves","Pelecaniformes","Threskiornithidae","Geronticus eremita",4
"Aves","Pelecaniformes","Threskiornithidae","Platalea leucorodia",2892
"Aves","Pelecaniformes","Threskiornithidae","Plegadis falcinellus",2823
"Aves","Pelecaniformes","Threskiornithidae","Threskiornis aethiopicus",15
"Aves","Phaethontiformes","Phaethontidae","Phaethon aethereus",2604
"Aves","Phoenicopteriformes","Phoenicopteridae","Phoeniconaias minor",2
"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus chilensis",2
"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus roseus",2642
"Aves","Phoenicopteriformes","Phoenicopteridae","Phoenicopterus ruber",1
"Aves","Piciformes","Picidae","Dendrocopos leucotos",1219
"Aves","Piciformes","Picidae","Dendrocopos major",6864
"Aves","Piciformes","Picidae","Dendrocopos syriacus",1168
"Aves","Piciformes","Picidae","Dendrocoptes medius",4250
"Aves","Piciformes","Picidae","Dryobates minor",5879
"Aves","Piciformes","Picidae","Dryocopus martius",5549
"Aves","Piciformes","Picidae","Jynx torquilla",5949
"Aves","Piciformes","Picidae","Picoides tridactylus",3747
"Aves","Piciformes","Picidae","Picus canus",4636
"Aves","Piciformes","Picidae","Picus sharpei",270
"Aves","Piciformes","Picidae","Picus viridis",4779
"Aves","Podicipediformes","Podicipedidae","Podiceps auritus",3095
"Aves","Podicipediformes","Podicipedidae","Podiceps cristatus",5756
"Aves","Podicipediformes","Podicipedidae","Podiceps grisegena",3446
"Aves","Podicipediformes","Podicipedidae","Podiceps nigricollis",3733
"Aves","Podicipediformes","Podicipedidae","Podilymbus podiceps",1
"Aves","Podicipediformes","Podicipedidae","Tachybaptus ruficollis",4982
"Aves","Procellariiformes","Hydrobatidae","Hydrobates castro",2620
"Aves","Procellariiformes","Hydrobatidae","Hydrobates leucorhous",2614
"Aves","Procellariiformes","Hydrobatidae","Hydrobates monorhis",3
"Aves","Procellariiformes","Hydrobatidae","Hydrobates monteiroi",2
"Aves","Procellariiformes","Hydrobatidae","Hydrobates pelagicus",2712
"Aves","Procellariiformes","Hydrobatidae","Pelagodroma marina",2603
"Aves","Procellariiformes","Procellariidae","Bulweria bulwerii",2620
"Aves","Procellariiformes","Procellariidae","Calonectris borealis",41
"Aves","Procellariiformes","Procellariidae","Calonectris diomedea",2685
"Aves","Procellariiformes","Procellariidae","Calonectris edwardsii",2
"Aves","Procellariiformes","Procellariidae","Fulmarus glacialis",2865
"Aves","Procellariiformes","Procellariidae","Pterodroma deserta",1
"Aves","Procellariiformes","Procellariidae","Pterodroma feae",2600
"Aves","Procellariiformes","Procellariidae","Pterodroma madeira",1
"Aves","Procellariiformes","Procellariidae","Puffinus assimilis",2604
"Aves","Procellariiformes","Procellariidae","Puffinus lherminieri",21
"Aves","Procellariiformes","Procellariidae","Puffinus mauretanicus",2616
"Aves","Procellariiformes","Procellariidae","Puffinus puffinus",2632
"Aves","Procellariiformes","Procellariidae","Puffinus yelkouan",2647
"Aves","Psittaciformes","Psittacidae","Agapornis fischeri",1
"Aves","Psittaciformes","Psittacidae","Agapornis personatus",1
"Aves","Psittaciformes","Psittacidae","Amazona aestiva",1
"Aves","Psittaciformes","Psittacidae","Amazona oratrix",2
"Aves","Psittaciformes","Psittacidae","Aratinga nenday",2
"Aves","Psittaciformes","Psittacidae","Myiopsitta monachus",2698
"Aves","Psittaciformes","Psittacidae","Pionus maximiliani",1
"Aves","Psittaciformes","Psittacidae","Poicephalus senegalus",6
"Aves","Psittaciformes","Psittacidae","Psittacara erythrogenys",2
"Aves","Psittaciformes","Psittacidae","Psittacara mitratus",2
"Aves","Psittaciformes","Psittacidae","Psittacula eupatria",29
"Aves","Psittaciformes","Psittacidae","Psittacula krameri",2821
"Aves","Psittaciformes","Psittacidae","Thectocercus acuticaudatus",5
"Aves","Pteroclidiformes","Pteroclididae","Pterocles alchata",2675
"Aves","Pteroclidiformes","Pteroclididae","Pterocles orientalis",2818
"Aves","Rheiformes","Rheidae","Rhea americana",1
"Aves","Strigiformes","Strigidae","Aegolius funereus",4036
"Aves","Strigiformes","Strigidae","Asio flammeus",4411
"Aves","Strigiformes","Strigidae","Asio otus",6081
"Aves","Strigiformes","Strigidae","Athene noctua",5212
"Aves","Strigiformes","Strigidae","Bubo bubo",4704
"Aves","Strigiformes","Strigidae","Bubo scandiacus",2699
"Aves","Strigiformes","Strigidae","Glaucidium passerinum",3773
"Aves","Strigiformes","Strigidae","Ketupa zeylonensis",8
"Aves","Strigiformes","Strigidae","Otus brucei",8
"Aves","Strigiformes","Strigidae","Otus cyprius",11
"Aves","Strigiformes","Strigidae","Otus scops",4322
"Aves","Strigiformes","Strigidae","Strix aluco",5544
"Aves","Strigiformes","Strigidae","Strix nebulosa",3127
"Aves","Strigiformes","Strigidae","Strix uralensis",3604
"Aves","Strigiformes","Strigidae","Surnia ulula",3063
"Aves","Strigiformes","Tytonidae","Tyto alba",4218
"Aves","Suliformes","Phalacrocoracidae","Gulosus aristotelis",419
"Aves","Suliformes","Phalacrocoracidae","Microcarbo pygmaeus",2782
"Aves","Suliformes","Phalacrocoracidae","Phalacrocorax carbo",3953
"Aves","Suliformes","Sulidae","Morus bassanus",2648
"Aves",NA,NA,"Phylloscopus sibillatrix",2583
