cell50x50,occ_ebba1,SR_ebba1,occ_ebba2,SR_ebba2,delta_SR
32VPP2,128,128,125,125,-3
32VPQ1,126,126,123,123,-3
32VPQ2,125,125,134,134,9
32VPR1,152,152,162,162,10
32VPR2,132,132,144,144,12
32WNS3,76,76,85,85,9
32WNS4,115,115,120,120,5
32WPS1,134,134,113,113,-21
32WPS2,124,124,131,131,7
32WPT2,113,113,94,94,-19
33SWC4,87,87,106,106,19
33SWD3,73,73,82,82,9
33SWE2,107,107,83,83,-24
33SWE4,105,105,108,108,3
33SXC1,94,94,77,77,-17
33SXD1,111,111,124,124,13
33SXD2,111,111,111,111,0
33SXD4,95,95,105,105,10
33TTG3,116,116,112,112,-4
33TTG4,111,111,109,109,-2
33TTH3,110,110,111,111,1
33TTH4,113,113,103,103,-10
33TTJ3,118,118,126,126,8
33TTJ4,110,110,109,109,-1
33TTK3,123,123,131,131,8
33TTK4,131,131,136,136,5
33TTL3,158,158,135,135,-23
33TTL4,108,108,119,119,11
33TUF1,104,104,86,86,-18
33TUF3,98,98,86,86,-12
33TUG1,137,137,115,115,-22
33TUG2,126,126,107,107,-19
33TUG3,124,124,122,122,-2
33TUG4,137,137,118,118,-19
33TUH1,116,116,120,120,4
33TUH2,134,134,116,116,-18
33TUH3,105,105,119,119,14
33TUH4,124,124,116,116,-8
33TUJ1,102,102,104,104,2
33TUJ2,128,128,121,121,-7
33TUL1,139,139,145,145,6
33TUL3,163,163,170,170,7
33TUL4,122,122,133,133,11
33TUM1,112,112,122,122,10
33TUM2,138,138,157,157,19
33TUM3,124,124,141,141,17
33TUM4,142,142,151,151,9
33TUN1,134,134,135,135,1
33TUN2,123,123,129,129,6
33TUN3,135,135,139,139,4
33TUN4,105,105,122,122,17
33TVE3,77,77,82,82,5
33TVF1,124,124,125,125,1
33TVF4,110,110,107,107,-3
33TVG1,144,144,123,123,-21
33TVG2,146,146,116,116,-30
33TVG3,92,92,98,98,6
33TVG4,112,112,119,119,7
33TVH1,68,68,77,77,9
33TVH2,107,107,78,78,-29
33TVK3,124,124,119,119,-5
33TVL1,158,158,172,172,14
33TVL2,149,149,172,172,23
33TVL3,167,167,171,171,4
33TVL4,147,147,139,139,-8
33TVM1,140,140,148,148,8
33TVM2,143,143,145,145,2
33TVM3,140,140,145,145,5
33TVM4,141,141,162,162,21
33TVN1,129,129,133,133,4
33TVN2,114,114,115,115,1
33TVN3,126,126,135,135,9
33TVN4,123,123,135,135,12
33TWE1,130,130,120,120,-10
33TWE3,125,125,121,121,-4
33TWF1,103,103,91,91,-12
33TWF2,131,131,118,118,-13
33TWF3,89,89,101,101,12
33TWF4,110,110,99,99,-11
33TWG2,123,123,104,104,-19
33TWG4,147,147,109,109,-38
33TWJ1,122,122,113,113,-9
33TWJ3,121,121,123,123,2
33TWK1,108,108,109,109,1
33TWL1,131,131,151,151,20
33TWL2,134,134,136,136,2
33TWL3,142,142,137,137,-5
33TWL4,109,109,113,113,4
33TWM1,134,134,149,149,15
33TWM2,139,139,155,155,16
33TWM3,151,151,154,154,3
33TWM4,160,160,164,164,4
33TWN1,127,127,125,125,-2
33TWN2,124,124,139,139,15
33TWN3,125,125,137,137,12
33TWN4,142,142,144,144,2
33TXE1,100,100,116,116,16
33TXE3,88,88,87,87,-1
33TXF2,81,81,95,95,14
33TXF4,70,70,85,85,15
33TXH3,90,90,105,105,15
33TXJ2,122,122,120,120,-2
33TXK1,109,109,115,115,6
33TXK2,84,84,97,97,13
33TXK3,128,128,131,131,3
33TXL1,114,114,117,117,3
33TXL2,130,130,133,133,3
33TXL3,150,150,130,130,-20
33TXL4,138,138,129,129,-9
33TXM1,144,144,142,142,-2
33TXM2,126,126,136,136,10
33TXM3,154,154,158,158,4
33TXM4,134,134,136,136,2
33TXN1,166,166,173,173,7
33TXN2,128,128,144,144,16
33TXN3,131,131,155,155,24
33TXN4,117,117,134,134,17
33TYH1,123,123,143,143,20
33TYJ2,119,119,135,135,16
33TYK1,113,113,95,95,-18
33TYK2,88,88,94,94,6
33TYL1,119,119,131,131,12
33TYL2,131,131,137,137,6
33TYM1,140,140,143,143,3
33TYM2,132,132,130,130,-2
33TYN1,155,155,158,158,3
33TYN2,150,150,147,147,-3
33UUA2,153,153,154,154,1
33UUA4,171,171,177,177,6
33UUB3,153,153,168,168,15
33UUB4,143,143,133,133,-10
33UUP1,131,131,135,135,4
33UUP2,145,145,156,156,11
33UUP3,139,139,143,143,4
33UUP4,136,136,145,145,9
33UUQ1,159,159,166,166,7
33UUQ2,152,152,158,158,6
33UUQ3,165,165,152,152,-13
33UUQ4,159,159,137,137,-22
33UUR1,155,155,165,165,10
33UUR2,159,159,162,162,3
33UUR3,160,160,172,172,12
33UUR4,160,160,157,157,-3
33UUS2,146,146,158,158,12
33UUS3,143,143,157,157,14
33UUS4,142,142,151,151,9
33UUT1,147,147,154,154,7
33UUT2,158,158,173,173,15
33UUT3,146,146,159,159,13
33UUT4,141,141,165,165,24
33UUU3,154,154,157,157,3
33UUU4,160,160,167,167,7
33UUV1,150,150,157,157,7
33UUV2,163,163,159,159,-4
33UUV3,157,157,165,165,8
33UUV4,149,149,165,165,16
33UVA2,149,149,141,141,-8
33UVB1,165,165,170,170,5
33UVB2,129,129,131,131,2
33UVP1,125,125,142,142,17
33UVP2,137,137,154,154,17
33UVP3,137,137,138,138,1
33UVP4,136,136,148,148,12
33UVQ1,162,162,175,175,13
33UVQ2,171,171,184,184,13
33UVQ3,160,160,159,159,-1
33UVQ4,182,182,180,180,-2
33UVR1,158,158,167,167,9
33UVR2,152,152,162,162,10
33UVR3,150,150,162,162,12
33UVR4,156,156,159,159,3
33UVS1,154,154,161,161,7
33UVS2,160,160,163,163,3
33UVS3,164,164,170,170,6
33UVS4,159,159,159,159,0
33UVT1,158,158,160,160,2
33UVT2,144,144,171,171,27
33UVT3,148,148,165,165,17
33UVT4,157,157,166,166,9
33UVU1,162,162,173,173,11
33UVU2,156,156,169,169,13
33UVU3,173,173,164,164,-9
33UVU4,175,175,177,177,2
33UVV1,151,151,173,173,22
33UVV2,163,163,165,165,2
33UVV3,176,176,163,163,-13
33UVV4,175,175,169,169,-6
33UWA2,139,139,141,141,2
33UWA4,161,161,157,157,-4
33UWP1,140,140,153,153,13
33UWP2,135,135,144,144,9
33UWP3,137,137,150,150,13
33UWP4,141,141,148,148,7
33UWQ1,149,149,158,158,9
33UWQ2,160,160,156,156,-4
33UWQ3,146,146,163,163,17
33UWQ4,158,158,169,169,11
33UWR1,160,160,171,171,11
33UWR2,162,162,167,167,5
33UWR3,173,173,166,166,-7
33UWR4,165,165,167,167,2
33UWS1,152,152,155,155,3
33UWS2,160,160,160,160,0
33UWS3,159,159,162,162,3
33UWS4,158,158,164,164,6
33UWT1,151,151,155,155,4
33UWT2,155,155,153,153,-2
33UWT3,161,161,151,151,-10
33UWT4,161,161,161,161,0
33UWU1,163,163,157,157,-6
33UWU2,159,159,164,164,5
33UWU3,164,164,158,158,-6
33UWU4,157,157,158,158,1
33UWV1,146,146,160,160,14
33UWV2,160,160,158,158,-2
33UWV3,141,141,151,151,10
33UWV4,146,146,160,160,14
33UXA2,155,155,159,159,4
33UXA3,158,158,161,161,3
33UXA4,151,151,149,149,-2
33UXP1,148,148,165,165,17
33UXP2,163,163,171,171,8
33UXP3,174,174,158,158,-16
33UXP4,170,170,165,165,-5
33UXQ1,148,148,156,156,8
33UXQ2,179,179,178,178,-1
33UXQ3,169,169,180,180,11
33UXQ4,178,178,176,176,-2
33UXR1,154,154,167,167,13
33UXR2,155,155,162,162,7
33UXR3,157,157,173,173,16
33UXR4,172,172,168,168,-4
33UXS1,164,164,164,164,0
33UXS2,141,141,167,167,26
33UXS3,163,163,163,163,0
33UXS4,159,159,158,158,-1
33UXT1,171,171,166,166,-5
33UXT2,160,160,164,164,4
33UXT3,164,164,161,161,-3
33UXT4,166,166,165,165,-1
33UXU1,165,165,163,163,-2
33UXU2,157,157,158,158,1
33UXU3,155,155,155,155,0
33UXU4,143,143,154,154,11
33UXV1,144,144,150,150,6
33UXV2,153,153,156,156,3
33UXV3,160,160,156,156,-4
33UXV4,163,163,153,153,-10
33UYP1,146,146,149,149,3
33UYP2,148,148,152,152,4
33VUC2,134,134,156,156,22
33VUC3,156,156,173,173,17
33VUC4,162,162,161,161,-1
33VUD1,155,155,164,164,9
33VUD2,156,156,166,166,10
33VUD3,142,142,149,149,7
33VUD4,145,145,149,149,4
33VUE3,149,149,167,167,18
33VUE4,141,141,152,152,11
33VUF3,138,138,156,156,18
33VUF4,136,136,153,153,17
33VUG3,124,124,132,132,8
33VUG4,134,134,149,149,15
33VUH3,127,127,133,133,6
33VUH4,124,124,134,134,10
33VUJ4,149,149,143,143,-6
33VUL3,124,124,117,117,-7
33VUL4,131,131,134,134,3
33VVC1,146,146,149,149,3
33VVC2,160,160,164,164,4
33VVC3,146,146,153,153,7
33VVC4,172,172,178,178,6
33VVD1,145,145,149,149,4
33VVD2,151,151,153,153,2
33VVD3,135,135,153,153,18
33VVD4,142,142,151,151,9
33VVE1,152,152,166,166,14
33VVE2,141,141,160,160,19
33VVE3,155,155,163,163,8
33VVE4,137,137,161,161,24
33VVF1,144,144,162,162,18
33VVF2,141,141,155,155,14
33VVF3,145,145,167,167,22
33VVF4,147,147,161,161,14
33VVG1,125,125,123,123,-2
33VVG2,135,135,146,146,11
33VVG3,127,127,145,145,18
33VVG4,127,127,140,140,13
33VVH1,127,127,134,134,7
33VVH2,125,125,142,142,17
33VVH3,143,143,156,156,13
33VVJ1,126,126,108,108,-18
33VVJ2,123,123,109,109,-14
33VVJ3,126,126,119,119,-7
33VVJ4,123,123,109,109,-14
33VVK1,129,129,117,117,-12
33VVK2,131,131,130,130,-1
33VVK3,133,133,132,132,-1
33VVK4,124,124,127,127,3
33VVL2,139,139,145,145,6
33VWC1,143,143,140,140,-3
33VWC2,165,165,183,183,18
33VWC3,173,173,186,186,13
33VWD1,134,134,146,146,12
33VWD2,139,139,146,146,7
33VWD3,157,157,163,163,6
33VWD4,157,157,160,160,3
33VWE1,147,147,165,165,18
33VWE2,136,136,152,152,16
33VWE3,162,162,168,168,6
33VWF1,151,151,168,168,17
33VWF2,140,140,154,154,14
33VWF3,142,142,163,163,21
33VWF4,142,142,162,162,20
33VWG1,141,141,160,160,19
33VWG2,142,142,152,152,10
33VWG3,142,142,158,158,16
33VWG4,154,154,170,170,16
33VWH1,133,133,137,137,4
33VWH3,139,139,153,153,14
33VWH4,132,132,153,153,21
33VWJ1,136,136,128,128,-8
33VWJ2,145,145,146,146,1
33VWJ3,141,141,149,149,8
33VWJ4,144,144,152,152,8
33VWK1,126,126,116,116,-10
33VWK2,133,133,128,128,-5
33VWK3,130,130,123,123,-7
33VWK4,132,132,136,136,4
33VWL1,127,127,133,133,6
33VWL2,129,129,130,130,1
33VWL3,134,134,103,103,-31
33VWL4,138,138,118,118,-20
33VXD2,153,153,167,167,14
33VXF1,142,142,163,163,21
33VXF2,155,155,176,176,21
33VXF3,154,154,159,159,5
33VXF4,154,154,165,165,11
33VXG1,153,153,169,169,16
33VXG2,149,149,169,169,20
33VXH1,155,155,151,151,-4
33VXH2,164,164,177,177,13
33VXJ1,146,146,166,166,20
33VXJ2,149,149,163,163,14
33VXK1,144,144,155,155,11
33VXK2,169,169,173,173,4
33VXL1,134,134,99,99,-35
33VXL2,135,135,142,142,7
33WUM3,106,106,110,110,4
33WUM4,118,118,114,114,-4
33WUN3,111,111,102,102,-9
33WUN4,102,102,100,100,-2
33WUP4,115,115,125,125,10
33WVM1,120,120,115,115,-5
33WVM2,122,122,118,118,-4
33WVM3,122,122,111,111,-11
33WVM4,127,127,131,131,4
33WVN1,79,79,90,90,11
33WVN3,109,109,96,96,-13
33WVN4,116,116,115,115,-1
33WVP1,104,104,109,109,5
33WVP2,134,134,133,133,-1
33WVP3,145,145,122,122,-23
33WVQ2,119,119,124,124,5
33WVQ3,123,123,120,120,-3
33WVQ4,116,116,117,117,1
33WWM1,132,132,118,118,-14
33WWM2,122,122,115,115,-7
33WWM3,132,132,135,135,3
33WWM4,134,134,125,125,-9
33WWN1,131,131,107,107,-24
33WWN2,130,130,119,119,-11
33WWN3,134,134,108,108,-26
33WWN4,133,133,123,123,-10
33WWP1,105,105,88,88,-17
33WWP2,116,116,118,118,2
33WWP3,124,124,100,100,-24
33WWQ2,133,133,129,129,-4
33WWR1,93,93,102,102,9
33WWR2,110,110,93,93,-17
33WWR3,111,111,114,114,3
33WWS3,108,108,91,91,-17
33WWS4,112,112,122,122,10
33WXM1,129,129,111,111,-18
33WXM2,134,134,118,118,-16
33WXN2,129,129,111,111,-18
33WXQ1,104,104,100,100,-4
33WXQ2,125,125,88,88,-37
33WXS2,80,80,82,82,2
34SDH3,78,78,85,85,7
34SDJ1,130,130,128,128,-2
34SDJ3,141,141,106,106,-35
34SDJ4,150,150,114,114,-36
34SDK4,142,142,120,120,-22
34SEF3,87,87,72,72,-15
34SEG1,70,70,72,72,2
34SEG3,101,101,90,90,-11
34SEG4,86,86,70,70,-16
34SEH1,132,132,113,113,-19
34SEH2,110,110,100,100,-10
34SEH3,120,120,90,90,-30
34SEH4,109,109,110,110,1
34SEJ2,135,135,103,103,-32
34SEJ3,135,135,110,110,-25
34SEK4,124,124,95,95,-29
34SFF1,114,114,96,96,-18
34SFF2,57,57,51,51,-6
34SFF3,80,80,65,65,-15
34SFG1,113,113,109,109,-4
34SFG2,110,110,99,99,-11
34SFG3,82,82,73,73,-9
34SFG4,83,83,74,74,-9
34SFH1,141,141,137,137,-4
34SFH2,96,96,104,104,8
34SFH3,111,111,81,81,-30
34SFH4,81,81,81,81,0
34SFJ1,99,99,85,85,-14
34SFJ2,131,131,135,135,4
34SFJ3,106,106,121,121,15
34SGH1,86,86,75,75,-11
34TBN3,92,92,103,103,11
34TBN4,133,133,112,112,-21
34TBQ3,122,122,118,118,-4
34TBR3,154,154,132,132,-22
34TBR4,119,119,126,126,7
34TCN3,127,127,121,121,-6
34TCQ3,128,128,132,132,4
34TCR1,144,144,150,150,6
34TCR2,102,102,121,121,19
34TCR3,131,131,119,119,-12
34TCR4,136,136,140,140,4
34TCS1,139,139,153,153,14
34TCS2,135,135,135,135,0
34TCS3,141,141,149,149,8
34TCS4,133,133,140,140,7
34TCT1,158,158,155,155,-3
34TCT2,153,153,161,161,8
34TCT3,133,133,147,147,14
34TCT4,135,135,154,154,19
34TDP3,110,110,103,103,-7
34TDP4,112,112,112,112,0
34TDQ1,140,140,141,141,1
34TDQ3,139,139,150,150,11
34TDR1,153,153,140,140,-13
34TDR2,168,168,169,169,1
34TDR3,126,126,124,124,-2
34TDR4,166,166,132,132,-34
34TDS1,146,146,156,156,10
34TDS2,155,155,165,165,10
34TDS3,124,124,128,128,4
34TDS4,128,128,147,147,19
34TDT1,130,130,138,138,8
34TDT3,157,157,161,161,4
34TEK1,164,164,140,140,-24
34TEL2,181,181,186,186,5
34TEL3,126,126,142,142,16
34TEL4,175,175,146,146,-29
34TEP1,105,105,116,116,11
34TEQ1,161,161,167,167,6
34TEQ3,112,112,113,113,1
34TEQ4,112,112,120,120,8
34TER1,118,118,124,124,6
34TER2,105,105,125,125,20
34TER3,112,112,111,111,-1
34TER4,107,107,108,108,1
34TES1,138,138,152,152,14
34TES2,117,117,130,130,13
34TES3,131,131,135,135,4
34TES4,109,109,117,117,8
34TET1,146,146,164,164,18
34TET2,131,131,154,154,23
34TET3,128,128,141,141,13
34TET4,124,124,144,144,20
34TFK1,177,177,141,141,-36
34TFK3,131,131,129,129,-2
34TFL1,146,146,142,142,-4
34TFL2,136,136,116,116,-20
34TFL3,183,183,189,189,6
34TFL4,139,139,118,118,-21
34TFM1,127,127,151,151,24
34TFM3,170,170,166,166,-4
34TFM4,172,172,157,157,-15
34TFN3,152,152,169,169,17
34TFN4,170,170,168,168,-2
34TFP3,124,124,136,136,12
34TFQ1,93,93,102,102,9
34TFQ4,93,93,104,104,11
34TFR2,96,96,111,111,15
34TFS1,110,110,125,125,15
34TFS2,88,88,99,99,11
34TFS4,107,107,124,124,17
34TFT1,115,115,124,124,9
34TGL1,143,143,151,151,8
34TGL2,143,143,110,110,-33
34TGM2,151,151,161,161,10
34TGN1,151,151,138,138,-13
34TGN2,145,145,155,155,10
34TGP1,118,118,147,147,29
34TGS2,141,141,140,140,-1
34TGT1,125,125,115,115,-10
34UCA1,155,155,165,165,10
34UCA2,173,173,178,178,5
34UCA3,165,165,157,157,-8
34UCA4,172,172,173,173,1
34UCB1,152,152,140,140,-12
34UCB2,157,157,168,168,11
34UCB3,155,155,145,145,-10
34UCB4,159,159,152,152,-7
34UCC1,156,156,162,162,6
34UCC2,163,163,157,157,-6
34UCC3,163,163,151,151,-12
34UCC4,161,161,154,154,-7
34UCD1,152,152,153,153,1
34UCD2,153,153,158,158,5
34UCD3,159,159,164,164,5
34UCD4,168,168,166,166,-2
34UCE1,158,158,151,151,-7
34UCE2,159,159,158,158,-1
34UCE3,157,157,163,163,6
34UCE4,162,162,165,165,3
34UCF1,159,159,157,157,-2
34UCF2,156,156,165,165,9
34UCF4,173,173,161,161,-12
34UCU1,128,128,138,138,10
34UCU2,170,170,152,152,-18
34UCU3,153,153,145,145,-8
34UCU4,159,159,153,153,-6
34UCV1,162,162,148,148,-14
34UCV2,167,167,161,161,-6
34UCV3,142,142,147,147,5
34UCV4,165,165,150,150,-15
34UDA1,154,154,144,144,-10
34UDA2,150,150,155,155,5
34UDA3,160,160,163,163,3
34UDA4,156,156,152,152,-4
34UDB1,155,155,156,156,1
34UDB2,156,156,158,158,2
34UDB3,159,159,158,158,-1
34UDB4,165,165,159,159,-6
34UDC1,158,158,155,155,-3
34UDC2,161,161,154,154,-7
34UDC3,156,156,167,167,11
34UDC4,160,160,154,154,-6
34UDD1,149,149,158,158,9
34UDD2,165,165,158,158,-7
34UDD3,141,141,148,148,7
34UDD4,162,162,159,159,-3
34UDE1,156,156,155,155,-1
34UDE2,152,152,152,152,0
34UDE3,167,167,162,162,-5
34UDE4,162,162,156,156,-6
34UDF1,167,167,159,159,-8
34UDF2,159,159,162,162,3
34UDF3,180,180,157,157,-23
34UDF4,166,166,159,159,-7
34UDG4,123,123,123,123,0
34UDU1,165,165,149,149,-16
34UDU2,143,143,142,142,-1
34UDU3,164,164,148,148,-16
34UDU4,134,134,156,156,22
34UDV1,138,138,158,158,20
34UDV2,137,137,139,139,2
34UDV3,159,159,146,146,-13
34UDV4,153,153,140,140,-13
34UEA1,157,157,154,154,-3
34UEA2,150,150,148,148,-2
34UEA3,161,161,162,162,1
34UEA4,149,149,143,143,-6
34UEB1,158,158,156,156,-2
34UEB2,158,158,154,154,-4
34UEB3,166,166,166,166,0
34UEB4,174,174,156,156,-18
34UEC1,163,163,168,168,5
34UEC2,164,164,165,165,1
34UEC3,154,154,162,162,8
34UEC4,163,163,165,165,2
34UED1,158,158,163,163,5
34UED2,163,163,171,171,8
34UED3,168,168,168,168,0
34UED4,162,162,155,155,-7
34UEE1,170,170,167,167,-3
34UEE2,158,158,159,159,1
34UEE3,161,161,163,163,2
34UEE4,178,178,172,172,-6
34UEF1,162,162,166,166,4
34UEF2,156,156,159,159,3
34UEF3,141,141,152,152,11
34UEF4,166,166,164,164,-2
34UEG1,167,167,171,171,4
34UEG2,184,184,186,186,2
34UEG3,170,170,156,156,-14
34UEG4,156,156,176,176,20
34UEU1,155,155,156,156,1
34UEU2,159,159,157,157,-2
34UEU3,169,169,168,168,-1
34UEU4,139,139,146,146,7
34UEV1,132,132,137,137,5
34UEV2,140,140,138,138,-2
34UEV3,153,153,139,139,-14
34UEV4,167,167,154,154,-13
34UFA1,160,160,166,166,6
34UFA2,168,168,152,152,-16
34UFA3,181,181,177,177,-4
34UFA4,187,187,159,159,-28
34UFB1,158,158,166,166,8
34UFB2,160,160,167,167,7
34UFB3,183,183,177,177,-6
34UFB4,179,179,166,166,-13
34UFC1,161,161,161,161,0
34UFC2,178,178,166,166,-12
34UFC3,163,163,177,177,14
34UFC4,189,189,179,179,-10
34UFD1,168,168,170,170,2
34UFD2,157,157,163,163,6
34UFD3,185,185,175,175,-10
34UFD4,177,177,180,180,3
34UFE1,169,169,162,162,-7
34UFE2,181,181,179,179,-2
34UFE3,172,172,180,180,8
34UFE4,163,163,173,173,10
34UFF1,164,164,148,148,-16
34UFF2,166,166,164,164,-2
34UFF3,155,155,171,171,16
34UFF4,176,176,170,170,-6
34UFG1,155,155,161,161,6
34UFG3,135,135,133,133,-2
34UFG4,131,131,136,136,5
34UFU1,145,145,146,146,1
34UFU2,146,146,153,153,7
34UFU4,139,139,147,147,8
34UFV1,158,158,136,136,-22
34UFV2,131,131,132,132,1
34UGU2,135,135,130,130,-5
34VCL3,151,151,155,155,4
34VCM3,160,160,170,170,10
34VCM4,163,163,175,175,12
34VCR3,134,134,123,123,-11
34VDR1,160,160,164,164,4
34VDR2,152,152,150,150,-2
34VDR3,166,166,173,173,7
34VEH1,163,163,177,177,14
34VEH2,177,177,172,172,-5
34VEH3,155,155,159,159,4
34VEH4,167,167,146,146,-21
34VEJ2,147,147,170,170,23
34VEJ4,151,151,159,159,8
34VEK4,132,132,159,159,27
34VEM3,176,176,177,177,1
34VEN1,172,172,181,181,9
34VEN2,171,171,185,185,14
34VEN3,164,164,181,181,17
34VEN4,166,166,180,180,14
34VEP1,188,188,197,197,9
34VEP2,187,187,196,196,9
34VEP3,147,147,169,169,22
34VEP4,163,163,178,178,15
34VEQ1,183,183,188,188,5
34VEQ2,179,179,193,193,14
34VEQ3,150,150,167,167,17
34VEQ4,145,145,167,167,22
34VER2,164,164,184,184,20
34VER3,167,167,188,188,21
34VER4,160,160,191,191,31
34VFH1,141,141,157,157,16
34VFH2,150,150,144,144,-6
34VFH3,152,152,156,156,4
34VFJ2,171,171,177,177,6
34VFJ4,171,171,168,168,-3
34VFK1,169,169,161,161,-8
34VFK3,183,183,191,191,8
34VFK4,148,148,161,161,13
34VFL1,135,135,135,135,0
34VFL2,179,179,179,179,0
34VFL3,162,162,177,177,15
34VFL4,177,177,179,179,2
34VFM1,176,176,180,180,4
34VFM2,171,171,173,173,2
34VFN1,162,162,168,168,6
34VFN2,157,157,165,165,8
34VFP1,151,151,168,168,17
34VFP2,161,161,184,184,23
34VFQ1,156,156,169,169,13
34VFQ2,150,150,169,169,19
34VFR1,168,168,184,184,16
34VFR2,157,157,171,171,14
34WCS3,134,134,134,134,0
34WCS4,132,132,114,114,-18
34WCT3,127,127,115,115,-12
34WDA3,122,122,77,77,-45
34WDB1,125,125,123,123,-2
34WDB2,101,101,90,90,-11
34WDB3,112,112,122,122,10
34WDB4,89,89,88,88,-1
34WDC2,113,113,131,131,18
34WDC3,79,79,70,70,-9
34WDC4,95,95,82,82,-13
34WDS1,137,137,126,126,-11
34WDS2,133,133,124,124,-9
34WDS3,142,142,148,148,6
34WDS4,149,149,154,154,5
34WDT1,129,129,126,126,-3
34WDT2,134,134,144,144,10
34WDT4,134,134,113,113,-21
34WDU2,124,124,87,87,-37
34WDU4,127,127,125,125,-2
34WDV2,122,122,111,111,-11
34WDV3,127,127,115,115,-12
34WEA1,125,125,87,87,-38
34WEA2,114,114,109,109,-5
34WEA4,117,117,87,87,-30
34WEB2,112,112,113,113,1
34WEB3,94,94,77,77,-17
34WEB4,100,100,96,96,-4
34WEC4,69,69,81,81,12
34WES1,142,142,148,148,6
34WES2,145,145,154,154,9
34WET3,150,150,159,159,9
34WEU4,147,147,141,141,-6
34WEV1,117,117,94,94,-23
34WEV3,119,119,109,109,-10
34WFA1,129,129,151,151,22
34WFA2,126,126,149,149,23
34WFB2,100,100,97,97,-3
34WFS2,166,166,183,183,17
34WFU1,144,144,150,150,6
34WFV1,134,134,147,147,13
34WFV2,141,141,150,150,9
35TKF3,151,151,145,145,-6
35TKF4,174,174,141,141,-33
35TKG4,128,128,138,138,10
35TKH3,112,112,135,135,23
35TKH4,141,141,145,145,4
35TKL3,121,121,136,136,15
35TLF1,146,146,136,136,-10
35TLF2,191,191,142,142,-49
35TLF3,146,146,143,143,-3
35TLF4,158,158,130,130,-28
35TLG2,157,157,150,150,-7
35TLG4,161,161,158,158,-3
35TLH2,171,171,172,172,1
35TLH4,156,156,153,153,-3
35TLL4,110,110,127,127,17
35TLM1,151,151,146,146,-5
35TLM3,142,142,133,133,-9
35TLM4,144,144,151,151,7
35TLN1,102,102,104,104,2
35TLN3,84,84,100,100,16
35TLN4,97,97,103,103,6
35TMF1,144,144,143,143,-1
35TMF2,197,197,174,174,-23
35TMF3,90,90,100,100,10
35TMG2,156,156,158,158,2
35TMG3,132,132,141,141,9
35TMG4,111,111,132,132,21
35TMH1,116,116,131,131,15
35TMH2,160,160,158,158,-2
35TMH3,150,150,140,140,-10
35TMH4,152,152,163,163,11
35TMJ1,136,136,148,148,12
35TMJ2,183,183,151,151,-32
35TMJ3,151,151,165,165,14
35TMJ4,130,130,122,122,-8
35TMK2,111,111,128,128,17
35TML1,128,128,128,128,0
35TML2,87,87,105,105,18
35TML3,126,126,107,107,-19
35TMM1,98,98,108,108,10
35TMN2,116,116,114,114,-2
35TMN3,102,102,124,124,22
35TNG1,184,184,171,171,-13
35TNG3,165,165,168,168,3
35TNH1,159,159,144,144,-15
35TNH2,203,203,189,189,-14
35TNH3,185,185,167,167,-18
35TNH4,159,159,172,172,13
35TNJ1,166,166,174,174,8
35TNJ2,132,132,112,112,-20
35TNJ4,128,128,140,140,12
35TNK1,101,101,113,113,12
35TNL3,163,163,151,151,-12
35TNM1,92,92,102,102,10
35TNM3,109,109,133,133,24
35TNN1,155,155,146,146,-9
35TNN2,129,129,146,146,17
35TNN4,148,148,135,135,-13
35TPJ2,155,155,159,159,4
35TPK1,159,159,155,155,-4
35TPK3,147,147,147,147,0
35TPL2,150,150,170,170,20
35TPL4,147,147,162,162,15
35ULA1,171,171,167,167,-4
35ULA2,158,158,160,160,2
35ULA3,153,153,170,170,17
35ULA4,162,162,175,175,13
35ULB1,138,138,148,148,10
35ULB2,149,149,140,140,-9
35ULB3,158,158,151,151,-7
35ULB4,156,156,148,148,-8
35ULP2,114,114,120,120,6
35ULP4,119,119,119,119,0
35ULR1,156,156,162,162,6
35ULS2,162,162,151,151,-11
35ULV1,153,153,174,174,21
35UMA1,156,156,171,171,15
35UMA3,169,169,174,174,5
35UMB1,155,155,171,171,16
35UMB2,163,163,182,182,19
35UMB3,164,164,182,182,18
35UMB4,161,161,185,185,24
35UMP4,141,141,141,141,0
35UNB1,166,166,186,186,20
35UNP2,143,143,129,129,-14
35VLC1,135,135,153,153,18
35VLC2,129,129,143,143,14
35VLC3,148,148,161,161,13
35VLC4,146,146,160,160,14
35VLD2,163,163,172,172,9
35VLD3,150,150,163,163,13
35VLD4,153,153,159,159,6
35VLE3,179,179,182,182,3
35VLE4,176,176,176,176,0
35VLF3,180,180,173,173,-7
35VLF4,143,143,154,154,11
35VLG3,182,182,194,194,12
35VLH3,170,170,177,177,7
35VLH4,164,164,178,178,14
35VLJ3,150,150,173,173,23
35VLJ4,159,159,172,172,13
35VLK3,152,152,166,166,14
35VLK4,142,142,168,168,26
35VLL3,144,144,166,166,22
35VLL4,156,156,162,162,6
35VMC1,155,155,156,156,1
35VMC3,179,179,183,183,4
35VMD1,150,150,157,157,7
35VMD2,139,139,155,155,16
35VMD3,155,155,153,153,-2
35VMD4,154,154,165,165,11
35VME1,162,162,156,156,-6
35VME2,153,153,160,160,7
35VME3,175,175,175,175,0
35VME4,150,150,156,156,6
35VMF1,175,175,169,169,-6
35VMF2,145,145,144,144,-1
35VMF3,162,162,174,174,12
35VMF4,157,157,162,162,5
35VMG1,170,170,186,186,16
35VMG2,157,157,167,167,10
35VMG3,144,144,158,158,14
